"11"," أخبرنا مجاهد بن موسى حدثنا ريحان هو ابن سعيد حدثنا عباد هو ابن منصور عن أيوب عن أبي قلابة عن عطية أنه سمع ربيعة الجرشي يقول أتي النبي صلى الله عليه وسلم فقيل له لتنم عينك ولتسمع أذنك وليعقل قلبك قال فنامت عيناي وسمعت أذناي وعقل قلبي قال فقيل لي سيد بنى دارا فصنع مأدبة وأرسل داعيا فمن أجاب الداعي دخل الدار وأكل من المأدبة ورضي عنه السيد ومن لم يجب الداعي لم يدخل الدار ولم يطعم من المأدبة وسخط عليه السيد قال فالله السيد ومحمد الداعي والدار الإسلام والمأدبة الجنة "
"12"," أخبرنا الحسن بن علي حدثنا أبو أسامة عن جعفر بن ميمون التميمي عن أبي عثمان النهدي أن رسول الله صلى الله عليه وسلم خرج إلى البطحاء ومعه ابن مسعود فأقعده وخط عليه خطا ثم قال لا تبرحن فإنه سينتهي إليك رجال فلا تكلمهم فإنهم لن يكلموك فمضى رسول الله صلى الله عليه وسلم حيث أراد ثم جعلوا ينتهون إلى الخط لا يجاوزونه ثم يصدرون إلى النبي صلى الله عليه وسلم حتى إذا كان من آخر الليل جاء إلي فتوسد فخذي وكان إذا نام نفخ في النوم نفخا فبينا رسول الله صلى الله عليه وسلم متوسد فخذي راقد إذ أتاني رجال كأنهم الجمال عليهم ثياب بيض الله أعلم ما بهم من الجمال حتى قعد طائفة منهم عند رأسه وطائفة منهم عند رجليه فقالوا بينهم ما رأينا عبدا أوتي مثل ما أوتي هذا النبي صلى الله عليه وسلم إن عينيه لتنامان وإن قلبه ليقظان اضربوا له مثلا سيد بنى قصرا ثم جعل مأدبة فدعا الناس إلى طعامه وشرابه ثم ارتفعوا واستيقظ رسول الله صلى الله عليه وسلم عند ذلك فقال لي أتدري من هؤلاء قلت الله ورسوله أعلم قال هم الملائكة قال وهل تدري ما المثل الذي ضربوه قلت الله ورسوله أعلم قال الرحمن بنى الجنة فدعا إليها عباده فمن أجابه دخل جنته ومن لم يجبه عاقبه وعذبه "
"13"," أخبرنا نعيم بن حماد حدثنا بقية عن بحير عن خالد بن معدان حدثنا عبد الرحمن بن عمرو السلمي عن عتبة بن عبد السلمي أنه حدثهم وكان من أصحاب رسول الله صلى الله عليه وسلم أن رسول الله صلى الله عليه وسلم قال له رجل كيف كان أول شأنك يا رسول الله قال كانت حاضنتي من بني سعد بن بكر فانطلقت أنا وابن لها في بهم لنا ولم نأخذ معنا زادا فقلت يا أخي اذهب فأتنا بزاد من عند أمنا فانطلق أخي ومكثت عند البهم فأقبل طائران أبيضان كأنهما نسران فقال أحدهما لصاحبه أهو هو قال الآخر نعم فأقبلا يبتدراني فأخذاني فبطحاني للقفا فشقا بطني ثم استخرجا قلبي فشقاه فأخرجا منه علقتين سوداوين فقال أحدهما لصاحبه ائتني بماء ثلج فغسل به جوفي ثم قال ائتني بماء برد فغسل به قلبي ثم قال ائتني بالسكينة فذره في قلبي ثم قال أحدهما لصاحبه حصه فحاصه وختم عليه بخاتم النبوة ثم قال أحدهما لصاحبه اجعله في كفة واجعل ألفا من أمته في كفة قال رسول الله صلى الله عليه وسلم فإذا أنا أنظر إلى الألف فوقي أشفق أن يخر علي بعضهم فقال لو أن أمته وزنت به لمال بهم ثم انطلقا وتركاني قال رسول الله صلى الله عليه وسلم وفرقت فرقا شديدا ثم انطلقت إلى أمي فأخبرتها بالذي لقيت فأشفقت أن يكون قد التبس بي فقالت أعيذك بالله فرحلت بعيرا لها فجعلتني على الرحل وركبت خلفي حتى بلغتنا إلى أمي فقالت أديت أمانتي وذمتي وحدثتها بالذي لقيت فلم يرعها ذلك وقالت إني رأيت حين خرج مني يعني نورا أضاءت منه قصور الشام "
"14"," أخبرنا عبد الله بن عمران حدثنا أبو داود حدثنا جعفر بن عثمان القرشي عن عثمان بن عروة بن الزبير عن أبيه عن أبي ذر الغفاري قال قلت يا رسول الله كيف علمت أنك نبي حتى استيقنت فقال يا أبا ذر أتاني ملكان وأنا ببعض بطحاء مكة فوقع أحدهما على الأرض وكان الآخر بين السماء والأرض فقال أحدهما لصاحبه أهو هو قال نعم قال فزنه برجل فوزنت به فوزنته ثم قال فزنه بعشرة فوزنت بهم فرجحتهم ثم قال زنه بمائة فوزنت بهم فرجحتهم ثم قال زنه بألف فوزنت بهم فرجحتهم كأني أنظر إليهم ينتثرون علي من خفة الميزان قال فقال أحدهما لصاحبه لو وزنته بأمته لرجحها "
"15"," أخبرنا إسمعيل بن خليل حدثنا علي بن مسهر حدثنا الأعمش عن أبي صالح قال كان النبي صلى الله عليه وسلم يناديهم يا أيها الناس إنما أنا رحمة مهداة "
"16"," أخبرنا محمد بن طريف حدثنا محمد بن فضيل حدثنا أبو حيان عن عطاء عن ابن عمر قال كنا مع رسول الله صلى الله عليه وسلم في سفر فأقبل أعرابي فلما دنا منه قال له رسول الله صلى الله عليه وسلم أين تريد قال إلى أهلي قال هل لك في خير قال وما هو قال تشهد أن لا إله إلا الله وحده لا شريك له وأن محمدا عبده ورسوله قال ومن يشهد على ما تقول قال هذه السلمة فدعاها رسول الله صلى الله عليه وسلم وهي بشاطئ الوادي فأقبلت تخد الأرض خدا حتى قامت بين يديه فاستشهدها ثلاثا فشهدت ثلاثا أنه كما قال ثم رجعت إلى منبتها ورجع الأعرابي إلى قومه وقال إن اتبعوني أتيتك بهم وإلا رجعت فكنت معك "
"17"," أخبرنا عبيد الله بن موسى عن إسمعيل بن عبد الملك عن أبي الزبير عن جابر قال خرجت مع النبي صلى الله عليه وسلم في سفر وكان لا يأتي البراز حتى يتغيب فلا يرى فنزلنا بفلاة من الأرض ليس فيها شجر ولا علم فقال يا جابر اجعل في إداوتك ماء ثم انطلق بنا قال فانطلقنا حتى لا نرى فإذا هو بشجرتين بينهما أربع أذرع فقال يا جابر انطلق إلى هذه الشجرة فقل يقل لك الحقي بصاحبتك حتى أجلس خلفكما فرجعت إليها فجلس رسول الله صلى الله عليه وسلم خلفهما ثم رجعتا إلى مكانهما فركبنا مع رسول الله صلى الله عليه وسلم ورسول الله بيننا كأنما علينا الطير تظلنا فعرضت له امرأة معها صبي لها فقالت يا رسول الله إن ابني هذا يأخذه الشيطان كل يوم ثلاث مرار قال فتناول الصبي فجعله بينه وبين مقدم الرحل ثم قال اخسأ عدو الله أنا رسول الله صلى الله عليه وسلم اخسأ عدو الله أنا رسول الله صلى الله عليه وسلم ثلاثا ثم دفعه إليها فلما قضينا سفرنا مررنا بذلك المكان فعرضت لنا المرأة معها صبيها ومعها كبشان تسوقهما فقالت يا رسول الله اقبل مني هديتي فوالذي بعثك بالحق ما عاد إليه بعد فقال خذوا منها واحدا وردوا عليها الآخر قال ثم سرنا ورسول الله صلى الله عليه وسلم بيننا كأنما علينا الطير تظلنا فإذا جمل ناد حتى إذا كان بين سماطين خر ساجدا فحبس رسول الله صلى الله عليه وسلم وقال علي الناس من صاحب الجمل فإذا فتية من الأنصار قالوا هو لنا يا رسول الله قال فما شأنه قالوا استنينا عليه منذ عشرين سنة وكانت به شحيمة فأردنا أن ننحره فنقسمه بين غلماننا فانفلت منا قال بيعونيه قالوا لا بل هو لك يا رسول الله قال أما لي فأحسنوا إليه حتى يأتيه أجله قال المسلمون عند ذلك يا رسول الله نحن أحق بالسجود لك من البهائم قال لا ينبغي لشيء أن يسجد لشيء ولو كان ذلك كان النساء لأزواجهن "
"18"," حدثنا يعلى حدثنا الأجلح عن الذيال بن حرملة عن جابر بن عبد الله قال أقبلنا مع رسول الله صلى الله عليه وسلم حتى دفعنا إلى حائط في بني النجار فإذا فيه جمل لا يدخل الحائط أحد إلا شد عليه فذكروا ذلك للنبي صلى الله عليه وسلم فأتاه فدعاه فجاء واضعا مشفره على الأرض حتى برك بين يديه فقال هاتوا خطاما فخطمه ودفعه إلى صاحبه ثم التفت فقال ما بين السماء إلى الأرض إلا يعلم أني رسول الله إلا عاصي الجن والإنس "
"19"," أخبرنا الحجاج بن منهال حدثنا حماد بن سلمة عن فرقد السبخي عن سعيد بن جبير عن ابن عباس أن امرأة جاءت بابن لها إلى رسول الله صلى الله عليه وسلم فقالت يا رسول الله إن ابني به جنون وإنه يأخذه عند غدائنا وعشائنا فيخبث علينا فمسح رسول الله صلى الله عليه وسلم صدره ودعا فثع ثعة وخرج من جوفه مثل الجرو الأسود فسعى "
"20"," حدثنا محمد بن سعيد أخبرنا يحيى بن أبي بكير العبدي عن إبراهيم بن طهمان عن سماك عن جابر بن سمرة قال قال رسول الله صلى الله عليه وسلم إني لأعرف حجرا بمكة كان يسلم علي قبل أن أبعث إني لأعرفه الآن "
"21"," حدثنا فروة حدثنا الوليد بن أبي ثور الهمداني عن إسمعيل السدي عن عباد أبي يزيد عن علي بن أبي طالب قال كنا مع النبي صلى الله عليه وسلم بمكة فخرجنا معه في بعض نواحيها فمررنا بين الجبال والشجر فلم نمر بشجرة ولا جبل إلا قال السلام عليك يا رسول الله "
"22"," أخبرنا محمد بن يوسف حدثنا سفيان عن الأعمش عن شمر بن عطية عن رجل من مزينة أو جهينة قال صلى رسول الله صلى الله عليه وسلم الفجر فإذا هو بقريب من مائة ذئب قد أقعين وفود الذئاب فقال لهم رسول الله صلى الله عليه وسلم ترضخوا لهم شيئا من طعامكم وتأمنون على ما سوى ذلك فشكوا إلى رسول الله صلى الله عليه وسلم الحاجة قال فآذنوهن قال فآذنوهن فخرجن ولهن عواء "
"23"," أخبرنا إسحق بن إبراهيم حدثنا أبو معاوية حدثنا الأعمش عن أبي سفيان عن أنس بن مالك قال جاء جبريل إلى رسول الله صلى الله عليه وسلم وهو جالس حزين وقد تخضب بالدم من فعل أهل مكة من قريش فقال جبريل يا رسول الله هل تحب أن أريك آية قال نعم فنظر إلى شجرة من ورائه فقال ادع بها فدعا بها فجاءت وقامت بين يديه فقال مرها فلترجع فأمرها فرجعت فقال رسول الله صلى الله عليه وسلم حسبي حسبي "
"24"," أخبرنا إسحق بن إبراهيم حدثنا جرير وأبو معاوية عن الأعمش عن أبي ظبيان عن ابن عباس قال أتى رجل من بني عامر رسول الله صلى الله عليه وسلم فقال رسول الله صلى الله عليه وسلم ألا أريك آية قال بلى قال فاذهب فادع تلك النخلة فدعاها فجاءت تنقز بين يديه قال قل لها ترجع قال لها رسول الله صلى الله عليه وسلم ارجعي فرجعت حتى عادت إلى مكانها فقال يا بني عامر ما رأيت رجلا كاليوم أسحر منه "
"25"," أخبرنا إسمعيل بن إبراهيم حدثنا شعيب بن صفوان عن عطاء بن السائب عن أبي الضحى عن ابن عباس قال دعا النبي صلى الله عليه وسلم بلالا فطلب بلال الماء ثم جاء فقال لا والله ما وجدت الماء فقال النبي صلى الله عليه وسلم فهل من شن فأتاه بشن فبسط كفيه فيه فانبعثت تحت يديه عين قال فكان ابن مسعود يشرب وغيره يتوضأ "
"26"," أخبرنا أبو النعمان حدثنا أبو عوانة عن الأسود بن قيس عن نبيح العنزي قال قال جابر بن عبد الله غزونا أو سافرنا مع رسول الله صلى الله عليه وسلم ونحن يومئذ بضعة عشر ومائتان فحضرت الصلاة فقال رسول الله صلى الله عليه وسلم هل في القوم من طهور فجاء رجل يسعى بإداوة فيها شيء من ماء ليس في القوم ماء غيره فصبه رسول الله صلى الله عليه وسلم في قدح ثم توضأ فأحسن الوضوء ثم انصرف وترك القدح فركب الناس ذلك القدح وقالوا تمسحوا تمسحوا فقال رسول الله صلى الله عليه وسلم على رسلكم حين سمعهم يقولون ذلك فوضع رسول الله صلى الله عليه وسلم كفه في الماء والقدح وقال بسم الله ثم قال أسبغوا الطهور فوالذي هو ابتلاني ببصري لقد رأيت العيون عيون الماء تخرج من بين أصابعه فلم يرفعها حتى توضئوا أجمعون "
"27"," أخبرنا أبو الوليد الطيالسي وسعيد بن الربيع قالا حدثنا شعبة عن عمرو بن مرة وحصين سمعا سالم بن أبي الجعد يقول سمعت جابر بن عبد الله قال أصابنا عطش فجهشنا فانتهينا إلى رسول الله صلى الله عليه وسلم فوضع يده في تور فجعل يفور كأنه عيون من خلل أصابعه وقال اذكروا اسم الله فشربنا حتى وسعنا وكفانا وفي حديث عمرو بن مرة فقلنا لجابر كم كنتم قال كنا ألفا وخمس مائة ولو كنا مائة ألف لكفانا "
"28"," أخبرنا محمد بن عبد الله الرقاشي حدثنا جعفر بن سليمان حدثنا الجعد أبو عثمان حدثنا أنس بن مالك حدثنا جابر بن عبد الله قال شكا أصحاب رسول الله صلى الله عليه وسلم إلى رسول الله صلى الله عليه وسلم العطش فدعا بعس فصب فيه ماء ووضع رسول الله صلى الله عليه وسلم يده فيه قال فجعلت أنظر إلى الماء ينبع عيونا من بين أصابع رسول الله صلى الله عليه وسلم والناس يستقون حتى استقى الناس كلهم "
"29"," أخبرنا عبيد الله بن موسى عن إسرائيل عن منصور عن إبراهيم عن علقمة عن عبد الله قال سمع عبد الله بخسف فقال كنا أصحاب محمد صلى الله عليه وسلم نعد الآيات بركة وأنتم تعدونها تخويفا إنا بينما نحن مع رسول الله صلى الله عليه وسلم وليس معنا ماء فقال رسول الله صلى الله عليه وسلم اطلبوا من معه فضل ماء فأتي بماء فصبه في الإناء ثم وضع كفه فيه فجعل الماء يخرج من بين أصابعه ثم قال حي على الطهور المبارك والبركة من الله تعالى فشربنا و قال عبد الله كنا نسمع تسبيح الطعام وهو يؤكل "
"30"," أخبرنا محمد بن عبد الله بن نمير حدثنا أبو الجواب عن عمار بن رزيق عن الأعمش عن إبراهيم عن علقمة عن عبد الله قال زلزلت الأرض على عهد عبد الله فأخبر بذلك فقال إنا كنا أصحاب محمد نرى الآيات بركات وأنتم ترونها تخويفا بينا نحن مع رسول الله صلى الله عليه وسلم في سفر إذ حضرت الصلاة وليس معنا ماء إلا يسير فدعا رسول الله صلى الله عليه وسلم بماء في صحفة ووضع كفه فيه فجعل الماء ينبجس من بين أصابعه ثم نادى حي على الوضوء والبركة من الله فأقبل الناس فتوضئوا وجعلت لا هم لي إلا ما أدخله بطني لقوله والبركة من الله فحدثت به سالم بن أبي الجعد فقال كانوا خمس عشرة مائة "
"31"," أخبرنا عثمان بن عمر أخبرنا معاذ بن العلاء عن نافع عن ابن عمر أن رسول الله صلى الله عليه وسلم كان يخطب إلى جذع فلما اتخذ المنبر حن الجذع حتى أتاه فمسحه "
"32"," أخبرنا محمد بن حميد حدثنا تميم بن عبد المؤمن حدثنا صالح بن حيان حدثني ابن بريدة عن أبيه قال كان النبي صلى الله عليه وسلم إذا خطب قام فأطال القيام فكان يشق عليه قيامه فأتي بجذع نخلة فحفر له وأقيم إلى جنبه قائما للنبي صلى الله عليه وسلم فكان النبي صلى الله عليه وسلم إذا خطب فطال القيام عليه استند إليه فاتكأ عليه فبصر به رجل كان ورد المدينة فرآه قائما إلى جنب ذلك الجذع فقال لمن يليه من الناس لو أعلم أن محمدا يحمدني في شيء يرفق به لصنعت له مجلسا يقوم عليه فإن شاء جلس ما شاء وإن شاء قام فبلغ ذلك النبي صلى الله عليه وسلم فقال ائتوني به فأتوه به فأمر أن يصنع له هذه المراقي الثلاث أو الأربع هي الآن في منبر المدينة فوجد النبي صلى الله عليه وسلم في ذلك راحة فلما فارق النبي صلى الله عليه وسلم الجذع وعمد إلى هذه التي صنعت له جزع الجذع فحن كما تحن الناقة حين فارقه النبي صلى الله عليه وسلم فزعم ابن بريدة عن أبيه أن النبي صلى الله عليه وسلم حين سمع حنين الجذع رجع إليه فوضع يده عليه وقال اختر أن أغرسك في المكان الذي كنت فيه فتكون كما كنت وإن شئت أن أغرسك في الجنة فتشرب من أنهارها وعيونها فيحسن نبتك وتثمر فيأكل أولياء الله من ثمرتك ونخلك فعلت فزعم أنه سمع من النبي صلى الله عليه وسلم وهو يقول له نعم قد فعلت مرتين فسئل النبي صلى الله عليه وسلم فقال اختار أن أغرسه في الجنة "
"33"," أخبرنا محمد بن كثير عن سليمان بن كثير عن الزهري عن سعيد بن المسيب عن جابر بن عبد الله الأنصاري قال كان رسول الله صلى الله عليه وسلم يقوم إلى جذع قبل أن يجعل المنبر فلما جعل المنبر حن ذلك الجذع حتى سمعنا حنينه فوضع رسول الله صلى الله عليه وسلم يده عليه فسكن "
"34"," حدثنا محمد بن كثير حدثنا سليمان بن كثير عن يحيى بن سعيد عن حفص بن عبيد الله عن جابر بن عبد الله قال كان النبي صلى الله عليه وسلم يخطب إلى خشبة فلما صنع المنبر فجلس عليه رسول الله صلى الله عليه وسلم حنت حنين العشار حتى وضع رسول الله صلى الله عليه وسلم يده عليها فسكنت "
"35"," أخبرنا فروة حدثنا يحيى بن زكريا عن أبيه عن أبي إسحق عن سعيد بن أبي كرب عن جابر بن عبد الله قال حنت الخشبة حنين الناقة الخلوج "
"36"," أخبرنا زكريا بن عدي عن عبيد الله بن عمرو عن عبد الله بن محمد بن عقيل عن الطفيل بن أبي بن كعب عن أبيه قال كان رسول الله صلى الله عليه وسلم يصلي إلى جذع ويخطب إليه إذ كان المسجد عريشا فقال له رجل من أصحابه ألا نجعل لك عريشا تقوم عليه يراك الناس يوم الجمعة وتسمع من خطبتك قال نعم فصنع له الثلاث درجات هن اللواتي على المنبر فلما صنع المنبر ووضع في موضعه الذي وضعه فيه رسول الله صلى الله عليه وسلم قال فلما جاء رسول الله صلى الله عليه وسلم يريد المنبر مر عليه فلما جاوزه خار الجذع حتى تصدع وانشق فرجع إليه رسول الله صلى الله عليه وسلم فمسحه بيده حتى سكن ثم رجع إلى المنبر قال فكان إذا صلى صلى إليه فلما هدم المسجد أخذ ذلك الجذع أبي بن كعب فلم يزل عنده حتى بلي وأكلته الأرضة وعاد رفاتا "
"37"," حدثنا عبد الله بن سعيد حدثنا أبو أسامة عن مجالد عن أبي الوداك عن أبي سعيد قال كان رسول الله صلى الله عليه وسلم يخطب إلى لزق جذع فأتاه رجل رومي فقال أصنع لك منبرا تخطب عليه فصنع له منبرا هذا الذي ترون قال فلما قام عليه النبي صلى الله عليه وسلم يخطب حن الجذع حنين الناقة إلى ولدها فنزل إليه رسول الله صلى الله عليه وسلم فضمه إليه فسكن فأمر به أن يحفر له ويدفن "
"38"," أخبرنا مسلم بن إبراهيم حدثنا الصعق قال سمعت الحسن يقول لما أن قدم النبي صلى الله عليه وسلم المدينة جعل يسند ظهره إلى خشبة ويحدث الناس فكثروا حوله فأراد النبي صلى الله عليه وسلم أن يسمعهم فقال ابنوا لي شيئا أرتفع عليه قالوا كيف يا نبي الله قال عريش كعريش موسى فلما أن بنوا له قال الحسن حنت والله الخشبة قال الحسن سبحان الله هل تبتغى قلوب قوم سمعوا قال أبو محمد يعني هذا "
"39"," أخبرنا الحجاج بن منهال حدثنا حماد بن سلمة عن عمار بن أبي عمار عن ابن عباس أن النبي صلى الله عليه وسلم كان يخطب إلى جذع قبل أن يتخذ المنبر فلما اتخذ المنبر وتحول إليه حن الجذع فاحتضنه فسكن وقال لو لم أحتضنه لحن إلى يوم القيامة أخبرنا الحجاج بن منهال حدثنا حماد عن ثابت عن أنس بمثله "
"40"," أخبرنا عبد الله بن يزيد حدثنا المسعودي عن أبي حازم عن سهل بن سعد قال حنت الخشبة التي كان يقوم عندها فقام رسول الله صلى الله عليه وسلم إليها فوضع يده عليها فسكنت "
"41"," أخبرنا محمد بن أحمد بن أبي خلف حدثنا عمر بن يونس حدثنا عكرمة بن عمار حدثنا إسحق بن أبي طلحة حدثنا أنس بن مالك أن النبي صلى الله عليه وسلم كان يقوم يوم الجمعة فيسند ظهره إلى جذع منصوب في المسجد فيخطب الناس فجاءه رومي فقال ألا أصنع لك شيئا تقعد عليه وكأنك قائم فصنع له منبرا له درجتان ويقعد على الثالثة فلما قعد نبي الله صلى الله عليه وسلم على ذلك المنبر خار الجذع كخوار الثور حتى ارتج المسجد حزنا على رسول الله صلى الله عليه وسلم فنزل إليه رسول الله صلى الله عليه وسلم من المنبر فالتزمه وهو يخور فلما التزمه رسول الله صلى الله عليه وسلم سكن ثم قال أما والذي نفس محمد بيده لو لم ألتزمه لما زال هكذا إلى يوم القيامة حزنا على رسول الله صلى الله عليه وسلم فأمر به رسول الله صلى الله عليه وسلم فدفن "
